Competitor Provider,Competitor Segment Name,Competitor Segment ID,Proposed New Segment Name,Non Derived Segments utilized,Composition Similarity,Closest Cybba Segment,Closest Cybba Similarity,Taxonomy
Bridge,**AlarisB2B > B2B > Functional Area > Middle Management > Accounting Managers,1012601441,Cybba > Behavioral Audience > Lifestyle > Middle Management Accounting Managers Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1; 113353251:4937631 | Cybba > Cybba > B2B Audience > Role > Operations Managers > 1,0.3387,Cybba > B2B Audience > Role > Procurement Managers,0.3517,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Middle Management > Facilities Managers,1012601431,Cybba > Behavioral Audience > Lifestyle > Middle Management Facilities Managers Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1; 113353251:4937631 | Cybba > Cybba > B2B Audience > Role > Operations Managers > 1,0.4268,Cybba > B2B Audience > Role > Procurement Managers,0.4432,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Middle Management > Finance Managers,1012601421,Cybba > Behavioral Audience > Lifestyle > Middle Management Finance Managers Enthusiasts,80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0; 116632211:5039801 | Cybba > Cybba > Behavioral Audience > Finance > Rewards Maximizers > 1,0.4002,Cybba > B2B Audience > Role > Procurement Managers,0.3903,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Middle Management > Information Technology (IT) Managers,1012601411,Cybba > Behavioral Audience > Lifestyle > Middle Management Information Technology (It) Managers Enthusiasts,80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0; 113353251:4937631 | Cybba > Cybba > B2B Audience > Role > Operations Managers > 1,0.4,Cybba > B2B Audience > Role > Procurement Managers,0.4154,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Middle Management > Office Managers,1012601401,Cybba > Behavioral Audience > Lifestyle > Middle Management Office Managers Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 75316371:69600761 | Cybba > Behavioral Audience > Retail / Consumer > Stationery and Office Supplies > 0,0.3553,Cybba > Purchase Audience > Retail > Office Supply Shoppers,0.3899,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Middle Management > Plant Managers,1012601391,Cybba > Behavioral Audience > Lifestyle > Middle Management Plant Managers Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1; 113353251:4937631 | Cybba > Cybba > B2B Audience > Role > Operations Managers > 1,0.4268,Cybba > B2B Audience > Role > Procurement Managers,0.4432,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Middle Management > Sales & Marketing > Sales Managers,1012601381,Cybba > Behavioral Audience > Lifestyle > Sales & Marketing Sales Managers Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 94043441:85080371 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 0,0.281,Cybba > B2B Audience > Seniority > Manager,0.3742,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Middle Management > Sales & Marketing Managers,1012601371,Cybba > Behavioral Audience > Lifestyle > Middle Management Sales & Marketing Managers Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1; 101360311:90699041 | Cybba > Cybba > Education Audience > Middle School Level  Deterministic > 0,0.3002,Cybba > B2B Audience > Seniority > Manager,0.4043,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Operations,1012601361,Cybba > Behavioral Audience > Lifestyle > Operations Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,0.4682,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.1323,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Operations > COO (Chief Operations Officer),1012601351,Cybba > Behavioral Audience > Lifestyle > Coo (Chief Operations Officer) Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,0.4682,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.1323,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Sales & Business Development,1012601341,Cybba > Behavioral Audience > Lifestyle > Sales & Business Development Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3916,Cybba > B2B Audience > Role > Small Business Owners,0.4727,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Sales & Business Development > Business Development,1012601331,Cybba > Behavioral Audience > Lifestyle > Sales & Business Development Business Development Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,0.3951,Cybba > B2B Audience > Role > Small Business Owners,0.5755,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Sales & Business Development > Business Development > Business Development Management,1012601321,Cybba > Behavioral Audience > Lifestyle > Business Development Management Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0,0.3788,Cybba > B2B Audience > Role > Small Business Owners,0.6185,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Sales & Business Development > Sales,1012601311,Cybba > Behavioral Audience > Lifestyle > Sales & Business Development Sales Enthusiasts,111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1; 111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,0.3999,Cybba > B2B Audience > Role > Small Business Owners,0.2439,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Sales & Business Development > Sales > Sales Management,1012601301,Cybba > Behavioral Audience > Lifestyle > Sales Management Enthusiasts,111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3592,Cybba > B2B Audience > Role > Small Business Owners,0.3391,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Sales & Business Development > Sales > Sales Staff,1012601291,Cybba > Behavioral Audience > Lifestyle > Sales Staff Enthusiasts,111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3574,Cybba > B2B Audience > Role > Small Business Owners,0.3374,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Sales & Marketing,1012601281,Cybba > Behavioral Audience > Lifestyle > Sales & Marketing Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 75301051:69592661 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > ADVERTISING AND MARKETING > 1,0.3921,Cybba > B2B Audience > Role > Marketing Decision Makers,0.4477,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership,1012601271,Cybba > Behavioral Audience > Lifestyle > Senior Leadership Enthusiasts,80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0,0.424,Cybba > B2B Audience > Seniority > Manager,0.306,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > Board Member,1012601261,Cybba > Behavioral Audience > Lifestyle > Senior Leadership Board Member Enthusiasts,79900831:74869601 | Cybba > B2B Audience > Seniority > Board Member > 0,0.6399,Cybba > B2B Audience > Seniority > Board Member,0.6358,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > CEO (Chief Executive Officer),1012601251,Cybba > Behavioral Audience > Lifestyle > Senior Leadership Ceo (Chief Executive Officer) Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 94042761:85079011 | Cybba > B2B Audience > Seniority > VP Executive > 0,0.4602,Cybba > B2B Audience > Seniority > VP/Executive,0.3571,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > CFO (Chief Financial Officer),1012601241,Cybba > Behavioral Audience > Lifestyle > Senior Leadership Cfo (Chief Financial Officer) Enthusiasts,80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0; 80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0,0.4167,Cybba > B2B Audience > Role > Finance Executives,0.2796,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > Chairman,1012601191,Cybba > Behavioral Audience > Lifestyle > Senior Leadership Chairman Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,0.4682,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.1323,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > CIO (Chief Information Officer),1012601231,Cybba > Behavioral Audience > Lifestyle > Senior Leadership Cio (Chief Information Officer) Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,0.4682,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.1323,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > CMO (Chief Marketing Officer),1012601221,Cybba > Behavioral Audience > Lifestyle > Senior Leadership Cmo (Chief Marketing Officer) Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 75301051:69592661 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > ADVERTISING AND MARKETING > 1,0.4617,Cybba > B2B Audience > Role > Marketing Decision Makers,0.3606,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > COO (Chief Operations Officer),1012601211,Cybba > Behavioral Audience > Lifestyle > Senior Leadership Coo (Chief Operations Officer) Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,0.4682,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.1323,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > CTO (Chief Technology Officer),1012601201,Cybba > Behavioral Audience > Lifestyle > Senior Leadership Cto (Chief Technology Officer) Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 94042741:85078981 | Cybba > B2B Audience > Employment Industry > Technology Computing > 1,0.4572,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.408,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > Director,1012601181,Cybba > Behavioral Audience > Lifestyle > Senior Leadership Director Enthusiasts,79900851:74869641 | Cybba > B2B Audience > Seniority > Director > 0; 111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,0.4967,Cybba > B2B Audience > Seniority > Director,0.2247,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > Director > Finance,1012601171,Cybba > Behavioral Audience > Lifestyle > Director Finance Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 116632211:5039801 | Cybba > Cybba > Behavioral Audience > Finance > Rewards Maximizers > 1,0.4561,Cybba > B2B Audience > Role > Finance Executives,0.366,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > Director > IT (Information Technology),1012601161,Cybba > Behavioral Audience > Lifestyle > Director It (Information Technology) Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1; 79900851:74869641 | Cybba > B2B Audience > Seniority > Director > 0,0.4416,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.3761,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > Director > Sales & Marketing,1012601151,Cybba > Behavioral Audience > Lifestyle > Director Sales & Marketing Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1; 75301051:69592651 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > ADVERTISING AND MARKETING > 0,0.3774,Cybba > B2B Audience > Role > Marketing Decision Makers,0.4309,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > Director > Sales & Marketing > Marketing,1012601141,Cybba > Behavioral Audience > Lifestyle > Sales & Marketing Marketing Enthusiasts,75301051:69592651 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > ADVERTISING AND MARKETING > 0; 80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1,0.4159,Cybba > B2B Audience > Role > Marketing Decision Makers,0.5729,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > Director > Sales & Marketing > Sales,1012601131,Cybba > Behavioral Audience > Lifestyle > Sales & Marketing Sales Enthusiasts,94043441:85080381 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1; 80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1,0.3862,Cybba > B2B Audience > Role > Marketing Decision Makers,0.2231,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > Founder,1012601121,Cybba > Behavioral Audience > Lifestyle > Senior Leadership Founder Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,0.4682,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.1323,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > Owner,1012601111,Cybba > Behavioral Audience > Lifestyle > Senior Leadership Owner Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,0.4682,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.1323,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > Partner,1012601101,Cybba > Behavioral Audience > Lifestyle > Senior Leadership Partner Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,0.4682,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.1323,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > President,1012601091,Cybba > Behavioral Audience > Lifestyle > Senior Leadership President Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,0.4682,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.1323,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > Treasurer,1012601081,Cybba > Behavioral Audience > Lifestyle > Senior Leadership Treasurer Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,0.4682,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.1323,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > Vice President (VP),1012601071,Cybba > Behavioral Audience > Lifestyle > Senior Leadership Vice President (Vp) Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 94042761:85079011 | Cybba > B2B Audience > Seniority > VP Executive > 0,0.4602,Cybba > B2B Audience > Seniority > VP/Executive,0.1442,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Functional Area > Senior Leadership > Vice President (VP) > Information Technology (IT),1012601061,Cybba > Behavioral Audience > Lifestyle > Vice President (Vp) Information Technology (It) Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1; 94042761:85079021 | Cybba > B2B Audience > Seniority > VP Executive > 1,0.4213,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.3734,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Industry > Business Services Industry,1012600231,Cybba > Behavioral Audience > Lifestyle > Business Services Industry Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,0.592,Cybba > B2B Audience > Employment Industry > Business and Finance,0.6441,Behavioral Audience > Lifestyle
